V1,V2,V3
-78.1942336874052,48,299.614562988281
-78.1608497723824,48,302.634552001953
-78.1274658573596,48,299.932189941406
-78.0940819423369,48,306.802185058594
-78.0606980273141,48,306.772186279297
-78.0273141122914,48,301.522186279297
-77.9939301972686,48,318.832183837891
-77.9605462822458,48,337.022186279297
-77.9271623672231,48,327.922210693359
-77.8937784522003,48,328.562194824219
-77.8603945371775,48,331.864593505859
-77.8270106221548,48,325.584594726562
-77.793626707132,48,343.114593505859
-77.7602427921093,48,345.574584960938
-77.7268588770865,48,335.824584960938
-77.6934749620637,48,333.174591064453
-77.660091047041,48,336.214599609375
-77.6267071320182,48,346.734588623047
-77.5933232169954,48,345.085021972656
-77.5599393019727,48,336.405029296875
-77.5265553869499,48,335.585021972656
-77.4931714719272,48,333.935028076172
-77.4597875569044,48,334.265014648438
-77.4264036418816,48,328.315032958984
-77.3930197268589,48,329.675018310547
-77.3596358118361,48,331.305023193359
-77.3262518968134,48,329.283569335938
-77.2928679817906,48,331.263580322266
-77.2594840667678,48,335.863586425781
-77.2261001517451,48,345.433563232422
-77.1927162367223,48,365.253570556641
-77.1593323216996,48,374.983581542969
-77.1259484066768,48,378.253570556641
-77.092564491654,48,353.41357421875
-77.0591805766313,48,331.158721923828
-77.0257966616085,48,340.248718261719
-76.9924127465857,48,366.238739013672
-76.959028831563,48,393.828735351562
-76.9256449165402,48,411.358734130859
-76.8922610015175,48,417.898742675781
-76.8588770864947,48,430.658721923828
-76.8254931714719,48,460.528717041016
-76.7921092564492,48,407.62158203125
-76.7587253414264,48,447.131591796875
-76.7253414264036,48,434.441589355469
-76.6919575113809,48,453.811584472656
-76.6585735963581,48,415.031585693359
-76.6251896813354,48,406.451568603516
-76.5918057663126,48,410.361572265625
-76.5584218512898,48,419.891571044922
-76.5250379362671,48,426.770416259766
-76.4916540212443,48,421.840423583984
-76.4582701062215,48,445.870422363281
-76.4248861911988,48,462.780426025391
-76.391502276176,48,456.120422363281
-76.3581183611533,48,424.430419921875
-76.3247344461305,48,417.300415039062
-76.2913505311077,48,458.820404052734
-76.257966616085,48,469.072296142578
-76.2245827010622,48,461.312286376953
-76.1911987860395,48,485.772277832031
-76.1578148710167,48,471.34228515625
-76.1244309559939,48,449.692291259766
-76.0910470409712,48,454.462280273438
-76.0576631259484,48,459.082275390625
-76.0242792109256,48,453.272277832031
-75.9908952959029,48,467.343017578125
-75.9575113808801,48,475.563018798828
-75.9241274658574,48,478.703002929688
-75.8907435508346,48,454.883026123047
-75.8573596358118,48,451.623016357422
-75.8239757207891,48,455.8330078125
-75.7905918057663,48,453.213012695312
-75.7572078907436,48,462.053009033203
-75.7238239757208,48,457.427185058594
-75.690440060698,48,444.057189941406
-75.6570561456753,48,448.147186279297
-75.6236722306525,48,435.297210693359
-75.5902883156297,48,435.167205810547
-75.556904400607,48,434.307189941406
-75.5235204855842,48,439.357208251953
-75.4901365705615,48,454.957214355469
-75.4567526555387,48,439.747680664062
-75.4233687405159,48,428.967681884766
-75.3899848254932,48,426.827667236328
-75.3566009104704,48,435.107696533203
-75.3232169954477,48,478.317687988281
-75.2898330804249,48,457.947692871094
-75.2564491654021,48,435.527679443359
-75.2230652503794,48,443.397674560547
-75.1896813353566,48,445.859161376953
-75.1562974203338,48,447.949157714844
-75.1229135053111,48,460.839172363281
-75.0895295902883,48,478.219146728516
-75.0561456752656,48,460.689147949219
-75.0227617602428,48,542.619140625
-74.98937784522,48,569.529174804688
-74.9559939301973,48,549.629150390625
-74.9226100151745,48,538.062866210938
-74.8892261001517,48,521.092895507812
-74.855842185129,48,495.802886962891
-74.8224582701062,48,459.092895507812
-74.7890743550835,48,440.212890625
-74.7556904400607,48,452.502899169922
-74.7223065250379,48,440.832885742188
-74.6889226100152,48,510.132873535156
-74.6555386949924,48,512.00537109375
-74.6221547799696,48,502.145355224609
-74.5887708649469,48,460.115356445312
-74.5553869499241,48,452.035339355469
-74.5220030349014,48,505.685363769531
-74.4886191198786,48,545.915344238281
-74.4552352048558,48,519.075378417969
-74.4218512898331,48,517.795349121094
-74.3884673748103,48,561.762573242188
-74.3550834597876,48,555.802551269531
-74.3216995447648,48,519.402587890625
-74.288315629742,48,559.932556152344
-74.2549317147193,48,548.722595214844
-74.2215477996965,48,523.042602539062
-74.1881638846737,48,521.462585449219
-74.154779969651,48,478.292572021484
-74.1213960546282,48,515.31396484375
-74.0880121396055,48,483.783935546875
-74.0546282245827,48,423.0439453125
-74.0212443095599,48,436.213958740234
-73.9878603945372,48,432.423950195312
-73.9544764795144,48,406.363952636719
-73.9210925644917,48,393.383941650391
-73.8877086494689,48,430.5439453125
-73.8543247344461,48,363.784820556641
-73.8209408194234,48,425.134826660156
-73.7875569044006,48,448.19482421875
-73.7541729893778,48,489.804809570312
-73.7207890743551,48,518.354797363281
-73.6874051593323,48,525.774841308594
-73.6540212443096,48,483.864807128906
-73.6206373292868,48,502.114807128906
-73.587253414264,48,501.725555419922
-73.5538694992413,48,519.20556640625
-73.5204855842185,48,483.505554199219
-73.4871016691958,48,462.885559082031
-73.453717754173,48,454.615570068359
-73.4203338391502,48,464.615570068359
-73.3869499241275,48,393.805572509766
-73.3535660091047,48,465.275573730469
-73.3201820940819,48,469.448455810547
-73.2867981790592,48,456.408477783203
-73.2534142640364,48,384.408477783203
-73.2200303490137,48,343.648468017578
-73.1866464339909,48,341.4384765625
-73.1532625189681,48,340.598480224609
-73.1198786039454,48,359.268463134766
-73.0864946889226,48,387.988464355469
-73.0531107738998,48,374.563598632812
-73.0197268588771,48,358.083587646484
-72.9863429438543,48,391.813598632812
-72.9529590288316,48,355.133605957031
-72.9195751138088,48,311.853607177734
-72.886191198786,48,368.893585205078
-72.8528072837633,48,363.223602294922
-72.8194233687405,48,335.353607177734
-72.7860394537178,48,332.681976318359
-72.752655538695,48,344.661956787109
-72.7192716236722,48,299.881958007812
-72.6858877086495,48,336.571960449219
-72.6525037936267,48,434.801971435547
-72.619119878604,48,461.321960449219
-72.5857359635812,48,435.02197265625
-72.5523520485584,48,403.101959228516
-72.5189681335357,48,342.846099853516
-72.4855842185129,48,408.236083984375
-72.4522003034901,48,395.326080322266
-72.4188163884674,48,417.076080322266
-72.3854324734446,48,425.926086425781
-72.3520485584219,48,433.766082763672
-72.3186646433991,48,429.74609375
-72.2852807283763,48,435.956085205078
-72.2518968133536,48,454.987884521484
-72.2185128983308,48,454.007873535156
-72.185128983308,48,455.427886962891
-72.1517450682853,48,448.347900390625
-72.1183611532625,48,429.797882080078
-72.0849772382398,48,410.287872314453
-72.051593323217,48,474.167877197266
-72.0182094081942,48,475.757873535156
-71.9848254931715,48,511.909515380859
-71.9514415781487,48,504.959533691406
-71.9180576631259,48,456.939544677734
-71.8846737481032,48,480.26953125
-71.8512898330804,48,476.109527587891
-71.8179059180577,48,476.499542236328
-71.7845220030349,48,500.299530029297
-71.7511380880121,48,486.259521484375
-71.7177541729894,48,426.690612792969
-71.6843702579666,48,514.800598144531
-71.6509863429439,48,567.210632324219
-71.6176024279211,48,614.950622558594
-71.5842185128983,48,608.350646972656
-71.5508345978756,48,582.350646972656
-71.5174506828528,48,683.740600585938
-71.48406676783,48,742.130615234375
-71.4506828528073,48,752.802001953125
-71.4172989377845,48,614.481994628906
-71.3839150227618,48,633.56201171875
-71.350531107739,48,760.481994628906
-71.3171471927162,48,763.581970214844
-71.2837632776935,48,673.481994628906
-71.2503793626707,48,804.451965332031
-71.2169954476479,48,759.701965332031
-71.1836115326252,48,833.43017578125
-71.1502276176024,48,888.150146484375
-71.1168437025797,48,843.600158691406
-71.0834597875569,48,870.380187988281
-71.0500758725341,48,901.43017578125
-71.0166919575114,48,650.310180664062
-70.9833080424886,48,604.39013671875
-70.9499241274659,48,693.120178222656
-70.9165402124431,48,705.599304199219
-70.8831562974203,48,705.159301757812
-70.8497723823976,48,674.499328613281
-70.8163884673748,48,599.04931640625
-70.7830045523521,48,646.709350585938
-70.7496206373293,48,555.58935546875
-70.7162367223065,48,564.349304199219
-70.6828528072838,48,613.559326171875
-70.649468892261,48,552.013244628906
-70.6160849772382,48,522.763244628906
-70.5827010622155,48,552.233276367188
-70.5493171471927,48,757.123291015625
-70.51593323217,48,750.983276367188
-70.4825493171472,48,672.523254394531
-70.4491654021244,48,733.433288574219
-70.4157814871017,48,684.083251953125
-70.3823975720789,48,631.708068847656
-70.3490136570561,48,580.76806640625
-70.3156297420334,48,579.5380859375
-70.2822458270106,48,559.028076171875
-70.2488619119879,48,485.078063964844
-70.2154779969651,48,513.418029785156
-70.1820940819423,48,499.688049316406
-70.1487101669196,48,568.388061523438
-70.1153262518968,48,487.491485595703
-70.0819423368741,48,299.631469726562
-70.0485584218513,48,381.311462402344
-70.0151745068285,48,362.861480712891
-69.9817905918058,48,251.901473999023
-69.948406676783,48,225.661468505859
-69.9150227617602,48,250.601470947266
-69.8816388467375,48,213.751480102539
-69.8482549317147,48,196.900009155273
-69.814871016692,48,206.699996948242
-69.7814871016692,48,197.080001831055
-69.7481031866464,48,-55.5299987792969
-69.7147192716237,48,-64.0299987792969
-69.6813353566009,48,-44.7499961853027
-69.6479514415781,48,-29.8099975585938
-69.6145675265554,48,-16.2799968719482
-69.5811836115326,48,-28.4400024414062
-69.5477996965099,48,-36.2900009155273
-69.5144157814871,48,-26.3900012969971
-69.4810318664643,48,-4.46000194549561
-69.4476479514416,48,6.83999824523926
-69.4142640364188,48,18.8399982452393
-69.3808801213961,48,29.6499977111816
-69.3474962063733,48,50.6199989318848
-69.3141122913505,48,68.4250030517578
-69.2807283763278,48,111.425003051758
-69.247344461305,48,164.434997558594
-69.2139605462823,48,162.505004882812
-69.1805766312595,48,187.335006713867
-69.1471927162367,48,203.205001831055
-69.113808801214,48,176.195007324219
-69.0804248861912,48,180.125
-69.0470409711684,48,217.931289672852
-69.0136570561457,48,239.421279907227
-68.9802731411229,48,257.141296386719
-68.9468892261002,48,258.431274414062
-68.9135053110774,48,279.481292724609
-68.8801213960546,48,284.811279296875
-68.8467374810319,48,255.511291503906
-68.8133535660091,48,257.611297607422
-68.7799696509863,48,263.594329833984
-68.7465857359636,48,278.004333496094
-68.7132018209408,48,282.234313964844
-68.6798179059181,48,193.284317016602
-68.6464339908953,48,233.774322509766
-68.6130500758725,48,305.92431640625
-68.5796661608498,48,338.194305419922
-68.546282245827,48,250.554321289062
-68.5128983308042,48,314.512023925781
-68.4795144157815,48,335.782012939453
-68.4461305007587,48,329.372009277344
-68.412746585736,48,378.482025146484
-68.3793626707132,48,441.852020263672
-68.3459787556904,48,441.322021484375
-68.3125948406677,48,464.102020263672
-68.2792109256449,48,459.332000732422
-68.2458270106222,48,456.519592285156
-68.2124430955994,48,425.379608154297
-68.1790591805766,48,417.699615478516
-68.1456752655539,48,371.949615478516
-68.1122913505311,48,373.719604492188
-68.0789074355083,48,354.889617919922
-68.0455235204856,48,387.839599609375
-68.0121396054628,48,425.269592285156
-67.9787556904401,48,403.102874755859
-67.9453717754173,48,357.902893066406
-67.9119878603945,48,377.052886962891
-67.8786039453718,48,380.912872314453
-67.845220030349,48,389.872894287109
-67.8118361153263,48,365.892883300781
-67.7784522003035,48,374.172882080078
-67.7450682852807,48,351.542877197266
-67.711684370258,48,347.183868408203
-67.6783004552352,48,335.383850097656
-67.6449165402124,48,440.993865966797
-67.6115326251897,48,300.493865966797
-67.5781487101669,48,319.393859863281
-67.5447647951442,48,409.573852539062
-67.5113808801214,48,494.2138671875
-67.4779969650986,48,488.083862304688
-67.4446130500759,48,473.203186035156
-67.4112291350531,48,380.153198242188
-67.3778452200304,48,422.553192138672
-67.3444613050076,48,406.333190917969
-67.3110773899848,48,379.083190917969
-67.2776934749621,48,321.423187255859
-67.2443095599393,48,289.353179931641
-67.2109256449165,48,243.933181762695
-67.1775417298938,48,273.598419189453
-67.144157814871,48,265.698425292969
-67.1107738998483,48,249.398422241211
-67.0773899848255,48,262.118408203125
-67.0440060698027,48,254.108413696289
-67.01062215478,48,222.428421020508
-66.9772382397572,48,157.078414916992
-66.9438543247344,48,121.398414611816
-66.9104704097117,48,140.25846862793
-66.8770864946889,48,95.2284698486328
-66.8437025796662,48,78.3684768676758
-66.8103186646434,48,121.448471069336
-66.7769347496206,48,35.5484733581543
-66.7435508345979,48,19.2484722137451
-66.7101669195751,48,82.8084716796875
-66.6767830045523,48,103.448471069336
-66.6433990895296,48,149.645004272461
-66.6100151745068,48,203.035003662109
-66.5766312594841,48,211.264999389648
-66.5432473444613,48,152.054992675781
-66.5098634294385,48,107.044998168945
-66.4764795144158,48,83.0250015258789
-66.443095599393,48,62.1349983215332
-66.4097116843703,48,42.9150009155273
-66.3763277693475,48,36.8679580688477
-66.3429438543247,48,40.3579597473145
-66.309559939302,48,26.8279590606689
-66.2761760242792,48,13.4679584503174
-66.2427921092565,48,7.11795854568481
-66.2094081942337,48,2.57795882225037
-66.1760242792109,48,0.2479587495327
-66.1426403641882,48,1.09795880317688
-66.1092564491654,48,-2.04249954223633
-66.0758725341426,48,-11.6124992370605
-66.0424886191199,48,-17.7024993896484
-66.0091047040971,48,-21.3225002288818
-65.9757207890744,48,-25.1324996948242
-65.9423368740516,48,-27.2024993896484
-65.9089529590288,48,-28.4524993896484
-65.8755690440061,48,-29.1224994659424
-65.8421851289833,48,-30.6224975585938
-65.8088012139605,48,-31.3924980163574
-65.7754172989378,48,-32.192497253418
-65.742033383915,48,-33.2324981689453
-65.7086494688923,48,-34.5824966430664
-65.6752655538695,48,-37.252498626709
-65.6418816388467,48,-41.2324981689453
-65.608497723824,48,-44.4824981689453
-65.5751138088012,48,-38.1674995422363
-65.5417298937785,48,-33.0175018310547
-65.5083459787557,48,-26.2474994659424
-65.4749620637329,48,-18.5575008392334
-65.4415781487102,48,-17.9375
-65.4081942336874,48,-21.4974994659424
-65.3748103186646,48,-24.4675006866455
-65.3414264036419,48,-27.5475006103516
-65.3080424886191,48,-33.004997253418
-65.2746585735964,48,-40.125
-65.2412746585736,48,-47.6649971008301
-65.2078907435508,48,-56.3449974060059
-65.1745068285281,48,-65.2350006103516
-65.1411229135053,48,-73.2149963378906
-65.1077389984825,48,-81.6849975585938
-65.0743550834598,48,-83.4049987792969
-65.040971168437,48,-78.5449981689453
-65.0075872534143,48,-71.9850006103516
-64.9742033383915,48,-75.3150024414062
-64.9408194233687,48,-77.9349975585938
-64.907435508346,48,-76.2649993896484
-64.8740515933232,48,-71.5749969482422
-64.8406676783005,48,-68.2449951171875
-64.8072837632777,48,-64.0250015258789
-64.7738998482549,48,-59
-64.7405159332322,48,-50.2900009155273
-64.7071320182094,48,-41.0099983215332
-64.6737481031867,48,-24.2299995422363
-64.6403641881639,48,-15.0599994659424
-64.6069802731411,48,-12.4599990844727
-64.5735963581184,48,-11.4999990463257
-64.5402124430956,48,-2.0799994468689
-64.5068285280728,48,3.8425018787384
-64.4734446130501,48,-1.23749816417694
-64.4400606980273,48,-8.29749774932861
-64.4066767830046,48,-12.207498550415
-64.3732928679818,48,-16.3274974822998
-64.339908952959,48,-21.6074981689453
-64.3065250379363,48,-24.2374973297119
-64.2731411229135,48,-25.457498550415
-64.2397572078907,48,-25.7024993896484
-64.206373292868,48,-25.9424991607666
-64.1729893778452,48,-29.4524993896484
-64.1396054628225,48,-33.7324981689453
-64.1062215477997,48,-39.3424987792969
-64.0728376327769,48,-43.3924980163574
-64.0394537177542,48,-50.8224983215332
-64.0060698027314,48,-67.2125015258789
-63.9726858877086,48,-83.3199996948242
-63.9393019726859,48,-89.4300003051758
-63.9059180576631,48,-81.9799957275391
-63.8725341426404,48,-87.2599945068359
-63.8391502276176,48,-92.5599975585938
-63.8057663125948,48,-94.0299987792969
-63.7723823975721,48,-95.1800003051758
-63.7389984825493,48,-99.75
-63.7056145675266,48,-86.7174987792969
-63.6722306525038,48,-79.9974975585938
-63.638846737481,48,-80.7474975585938
-63.6054628224583,48,-76.9974975585938
-63.5720789074355,48,-75.3274993896484
-63.5386949924127,48,-77.0774993896484
-63.50531107739,48,-71.9475021362305
-63.4719271623672,48,-69.0475006103516
-63.4385432473445,48,-70.7624969482422
-63.4051593323217,48,-75.5625
-63.3717754172989,48,-74.6524963378906
-63.3383915022762,48,-77.0124969482422
-63.3050075872534,48,-77.0524978637695
-63.2716236722307,48,-72.5725021362305
-63.2382397572079,48,-68.0625
-63.2048558421851,48,-65.8324966430664
-63.1714719271624,48,-64.5124969482422
-63.1380880121396,48,-60.1425018310547
-63.1047040971168,48,-56.3525009155273
-63.0713201820941,48,-57.622501373291
-63.0379362670713,48,-60.502498626709
-63.0045523520486,48,-63.752498626709
-62.9711684370258,48,-64.5325012207031
-62.937784522003,48,-65.6025009155273
-62.9044006069803,48,-67.0400009155273
-62.8710166919575,48,-70.0800018310547
-62.8376327769348,48,-74.370002746582
-62.804248861912,48,-75.1999969482422
-62.7708649468892,48,-77.9000015258789
-62.7374810318665,48,-80.1999969482422
-62.7040971168437,48,-82.5599975585938
-62.6707132018209,48,-81.2399978637695
-62.6373292867982,48,-81.4775009155273
-62.6039453717754,48,-72.3874969482422
-62.5705614567527,48,-68.1374969482422
-62.5371775417299,48,-68.1074981689453
-62.5037936267071,48,-71.6975021362305
-62.4704097116844,48,-69.7675018310547
-62.4370257966616,48,-69.0574951171875
-62.4036418816388,48,-74.8675003051758
-62.3702579666161,48,-78.8675003051758
-62.3368740515933,48,-88.6074981689453
-62.3034901365706,48,-82.7275009155273
-62.2701062215478,48,-80.0175018310547
-62.236722306525,48,-77.1374969482422
-62.2033383915023,48,-75.0875015258789
-62.1699544764795,48,-71.9974975585938
-62.1365705614568,48,-65.5875015258789
-62.103186646434,48,-58.8074951171875
-62.0698027314112,48,-58.6074981689453
-62.0364188163885,48,-58.7474975585938
-62.0030349013657,48,-59.2874946594238
-61.9696509863429,48,-60.4674949645996
-61.9362670713202,48,-60.6074981689453
-61.9028831562974,48,-59.9574966430664
-61.8694992412747,48,-64.297492980957
-61.8361153262519,48,-68.6849975585938
-61.8027314112291,48,-71.375
-61.7693474962064,48,-71.7750015258789
-61.7359635811836,48,-69.0950012207031
-61.7025796661609,48,-64.8450012207031
-61.6691957511381,48,-59.685001373291
-61.6358118361153,48,-58.3250007629395
-61.6024279210926,48,-57.8450012207031
-61.5690440060698,48,-57.002498626709
-61.535660091047,48,-57.5824966430664
-61.5022761760243,48,-60.2224998474121
-61.4688922610015,48,-61.3724975585938
-61.4355083459788,48,-62.0124969482422
-61.402124430956,48,-64.2224960327148
-61.3687405159332,48,-63.8524971008301
-61.3353566009105,48,-63.002498626709
-61.3019726858877,48,-63.1250114440918
-61.268588770865,48,-66.2450103759766
-61.2352048558422,48,-67.9150085449219
-61.2018209408194,48,-70.4450149536133
-61.1684370257967,48,-75.4650115966797
-61.1350531107739,48,-83.0750122070312
-61.1016691957511,48,-87.135009765625
-61.0682852807284,48,-91.4850158691406
-61.0349013657056,48,-91.0725173950195
-61.0015174506829,48,-114.932518005371
-60.9681335356601,48,-159.592514038086
-60.9347496206373,48,-218.15251159668
-60.9013657056146,48,-272.352508544922
-60.8679817905918,48,-309.352508544922
-60.834597875569,48,-334.452514648438
-60.8012139605463,48,-358.682525634766
-60.7678300455235,48,-377.182525634766
-60.7344461305008,48,-390.032501220703
-60.701062215478,48,-404.652526855469
-60.6676783004552,48,-420.962524414062
-60.6342943854325,48,-432.592529296875
-60.6009104704097,48,-432.782501220703
-60.5675265553869,48,-431.502502441406
-60.5341426403642,48,-441.262512207031
-60.5007587253414,48,-454.422515869141
-60.4673748103187,48,-466.702514648438
-60.4339908952959,48,-473.042541503906
-60.4006069802731,48,-479.252532958984
-60.3672230652504,48,-484.732543945312
-60.3338391502276,48,-487.212524414062
-60.3004552352049,48,-488.842529296875
-60.2670713201821,48,-487.922515869141
-60.2336874051593,48,-493.894989013672
-60.2003034901366,48,-492.294982910156
-60.1669195751138,48,-487.914978027344
-60.133535660091,48,-485.125
-60.1001517450683,48,-476.454986572266
-60.0667678300455,48,-466.954986572266
-60.0333839150228,48,-462.875
-60,48,-474.284973144531
-82,47.9665871121718,417.557250976562
-81.9666160849772,47.9665871121718,407.9072265625
-81.9332321699545,47.9665871121718,396.17724609375
-81.8998482549317,47.9665871121718,387.827239990234
-81.866464339909,47.9665871121718,397.391784667969
-81.8330804248862,47.9665871121718,386.341796875
-81.7996965098634,47.9665871121718,380.621795654297
-81.7663125948407,47.9665871121718,380.041778564453
-81.7329286798179,47.9665871121718,366.261779785156
-81.6995447647951,47.9665871121718,378.531768798828
-81.6661608497724,47.9665871121718,372.011779785156
-81.6327769347496,47.9665871121718,361.811767578125
-81.5993930197269,47.9665871121718,356.746002197266
-81.5660091047041,47.9665871121718,399.14599609375
-81.5326251896813,47.9665871121718,359.526000976562
-81.4992412746586,47.9665871121718,359.536010742188
-81.4658573596358,47.9665871121718,351.385986328125
-81.4324734446131,47.9665871121718,349.246002197266
-81.3990895295903,47.9665871121718,353.105987548828
-81.3657056145675,47.9665871121718,365.015991210938
-81.3323216995448,47.9665871121718,364.663055419922
-81.298937784522,47.9665871121718,362.743041992188
-81.2655538694992,47.9665871121718,360.503051757812
-81.2321699544765,47.9665871121718,363.123046875
-81.1987860394537,47.9665871121718,355.163055419922
-81.165402124431,47.9665871121718,356.733062744141
-81.1320182094082,47.9665871121718,365.763061523438
-81.0986342943854,47.9665871121718,366.023071289062
-81.0652503793627,47.9665871121718,366.506469726562
-81.0318664643399,47.9665871121718,363.996459960938
-80.9984825493171,47.9665871121718,411.466461181641
-80.9650986342944,47.9665871121718,400.936462402344
-80.9317147192716,47.9665871121718,369.856475830078
-80.8983308042489,47.9665871121718,380.716461181641
-80.8649468892261,47.9665871121718,436.37646484375
-80.8315629742033,47.9665871121718,451.006469726562
-80.7981790591806,47.9665871121718,424.734252929688
-80.7647951441578,47.9665871121718,371.314270019531
-80.731411229135,47.9665871121718,345.264251708984
-80.6980273141123,47.9665871121718,343.304260253906
-80.6646433990895,47.9665871121718,330.074279785156
-80.6312594840668,47.9665871121718,326.234252929688
-80.597875569044,47.9665871121718,322.624267578125
-80.5644916540212,47.9665871121718,325.494262695312
-80.5311077389985,47.9665871121718,320.630279541016
-80.4977238239757,47.9665871121718,327.710266113281
-80.464339908953,47.9665871121718,326.600280761719
-80.4309559939302,47.9665871121718,328.910278320312
-80.3975720789074,47.9665871121718,330.010284423828
-80.3641881638847,47.9665871121718,312.340270996094
-80.3308042488619,47.9665871121718,298.590270996094
-80.2974203338392,47.9665871121718,295.470275878906
-80.2640364188164,47.9665871121718,305.965759277344
-80.2306525037936,47.9665871121718,308.17578125
-80.1972685887709,47.9665871121718,315.385772705078
-80.1638846737481,47.9665871121718,307.705780029297
-80.1305007587253,47.9665871121718,293.835754394531
-80.0971168437026,47.9665871121718,302.035766601562
-80.0637329286798,47.9665871121718,303.105773925781
-80.0303490136571,47.9665871121718,283.575775146484
-79.9969650986343,47.9665871121718,255.772491455078
-79.9635811836115,47.9665871121718,256.172485351562
-79.9301972685888,47.9665871121718,247.252487182617
-79.896813353566,47.9665871121718,259.892486572266
-79.8634294385432,47.9665871121718,285.322479248047
-79.8300455235205,47.9665871121718,304.212493896484
-79.7966616084977,47.9665871121718,309.692474365234
-79.763277693475,47.9665871121718,306.092498779297
-79.7298937784522,47.9665871121718,302.845062255859
-79.6965098634294,47.9665871121718,298.545043945312
-79.6631259484067,47.9665871121718,271.355041503906
-79.6297420333839,47.9665871121718,303.375061035156
-79.5963581183612,47.9665871121718,283.105041503906
-79.5629742033384,47.9665871121718,302.085052490234
-79.5295902883156,47.9665871121718,290.905059814453
-79.4962063732929,47.9665871121718,305.485046386719
-79.4628224582701,47.9665871121718,296.265014648438
-79.4294385432473,47.9665871121718,307.095001220703
