species,year,perc_too_hot,perc_too_cold,tmin_used,tmax_used
WINTER FLOUNDER,1980,0.9,2.27,3,16
WINTER FLOUNDER,1981,1.22,2.51,3,16
WINTER FLOUNDER,1982,1.92,2.11,3,16
WINTER FLOUNDER,1983,2.97,0.84,3,16
WINTER FLOUNDER,1984,1.55,1.04,3,16
WINTER FLOUNDER,1985,4.43,0.38,3,16
WINTER FLOUNDER,1986,3.6,0.33,3,16
WINTER FLOUNDER,1987,1.99,2.28,3,16
WINTER FLOUNDER,1988,1.94,0.8,3,16
WINTER FLOUNDER,1989,2.37,2,3,16
WINTER FLOUNDER,1990,3.01,0.36,3,16
WINTER FLOUNDER,1991,3.14,0.05,3,16
WINTER FLOUNDER,1992,2.45,0.76,3,16
WINTER FLOUNDER,1993,1.83,0.98,3,16
WINTER FLOUNDER,1994,3.19,0.77,3,16
WINTER FLOUNDER,1995,4.88,0.29,3,16
WINTER FLOUNDER,1996,2.31,0.85,3,16
WINTER FLOUNDER,1997,3.01,0.11,3,16
WINTER FLOUNDER,1998,2.17,0.23,3,16
WINTER FLOUNDER,1999,5.64,0.09,3,16
WINTER FLOUNDER,2000,3.32,0.1,3,16
WINTER FLOUNDER,2001,3.87,0.14,3,16
WINTER FLOUNDER,2002,4.54,0.02,3,16
WINTER FLOUNDER,2003,2.43,0.72,3,16
WINTER FLOUNDER,2004,2.09,2.37,3,16
WINTER FLOUNDER,2005,2.17,0.72,3,16
WINTER FLOUNDER,2006,3.9,0.02,3,16
WINTER FLOUNDER,2007,2.87,0.3,3,16
WINTER FLOUNDER,2008,3.99,0.01,3,16
WINTER FLOUNDER,2009,4.32,0.26,3,16
WINTER FLOUNDER,2010,3.33,0.19,3,16
WINTER FLOUNDER,2011,4.47,0.13,3,16
WINTER FLOUNDER,2012,5.7,0,3,16
WINTER FLOUNDER,2013,5.19,0.04,3,16
WINTER FLOUNDER,2014,8.17,0.29,3,16
WINTER FLOUNDER,2015,8.25,0.6,3,16
WINTER FLOUNDER,2016,6.47,0.01,3,16
WINTER FLOUNDER,2017,5.11,0.11,3,16
WINTER FLOUNDER,2018,3.59,0.08,3,16
WINTER FLOUNDER,2019,7.06,0.11,3,16
WINTER FLOUNDER,2020,5.05,0.02,3,16
WINTER FLOUNDER,2021,0.11,0,3,16
WINTER FLOUNDER,2022,7.21,0.07,3,16
WINTER FLOUNDER,2023,6.42,0.04,3,16
WINTER FLOUNDER,2024,6.17,0.29,3,16
WINTER SKATE,1959,3.75,8,4.272000000000001,15.200000000000001
WINTER SKATE,1960,4.08,6.31,4.272000000000001,15.200000000000001
WINTER SKATE,1961,4.26,8.39,4.272000000000001,15.200000000000001
WINTER SKATE,1962,4.3,6.72,4.272000000000001,15.200000000000001
WINTER SKATE,1963,4.82,6.54,4.272000000000001,15.200000000000001
WINTER SKATE,1964,4.6,7,4.272000000000001,15.200000000000001
WINTER SKATE,1965,1.67,13,4.272000000000001,15.200000000000001
WINTER SKATE,1966,2.4,10.12,4.272000000000001,15.200000000000001
WINTER SKATE,1967,2.21,8.93,4.272000000000001,15.200000000000001
WINTER SKATE,1968,2.97,13.62,4.272000000000001,15.200000000000001
WINTER SKATE,1969,2.91,11.65,4.272000000000001,15.200000000000001
WINTER SKATE,1970,3.12,6.61,4.272000000000001,15.200000000000001
WINTER SKATE,1971,3.32,8.76,4.272000000000001,15.200000000000001
WINTER SKATE,1972,3.75,4.63,4.272000000000001,15.200000000000001
WINTER SKATE,1973,3.33,5.59,4.272000000000001,15.200000000000001
WINTER SKATE,1974,4.19,2.25,4.272000000000001,15.200000000000001
WINTER SKATE,1975,7.06,2.15,4.272000000000001,15.200000000000001
WINTER SKATE,1976,3.49,2.16,4.272000000000001,15.200000000000001
WINTER SKATE,1977,4.54,9.24,4.272000000000001,15.200000000000001
WINTER SKATE,1978,5.28,6.79,4.272000000000001,15.200000000000001
WINTER SKATE,1979,3.25,9.25,4.272000000000001,15.200000000000001
WINTER SKATE,1980,2.02,8.87,4.272000000000001,15.200000000000001
WINTER SKATE,1981,2.4,9.76,4.272000000000001,15.200000000000001
WINTER SKATE,1982,4.21,9.31,4.272000000000001,15.200000000000001
WINTER SKATE,1983,5.36,3.51,4.272000000000001,15.200000000000001
WINTER SKATE,1984,3.22,4.89,4.272000000000001,15.200000000000001
WINTER SKATE,1985,7.55,3.13,4.272000000000001,15.200000000000001
WINTER SKATE,1986,6.75,2.69,4.272000000000001,15.200000000000001
WINTER SKATE,1987,4.16,8.24,4.272000000000001,15.200000000000001
WINTER SKATE,1988,3.81,5.97,4.272000000000001,15.200000000000001
WINTER SKATE,1989,4.67,6.86,4.272000000000001,15.200000000000001
WINTER SKATE,1990,5.64,2.95,4.272000000000001,15.200000000000001
WINTER SKATE,1991,5.95,1.09,4.272000000000001,15.200000000000001
WINTER SKATE,1992,4.26,4.7,4.272000000000001,15.200000000000001
WINTER SKATE,1993,3.95,8.05,4.272000000000001,15.200000000000001
WINTER SKATE,1994,6.01,5.75,4.272000000000001,15.200000000000001
WINTER SKATE,1995,7.11,1.79,4.272000000000001,15.200000000000001
WINTER SKATE,1996,4.1,6.09,4.272000000000001,15.200000000000001
WINTER SKATE,1997,5.54,1.33,4.272000000000001,15.200000000000001
WINTER SKATE,1998,4.52,1.72,4.272000000000001,15.200000000000001
WINTER SKATE,1999,8.92,1.16,4.272000000000001,15.200000000000001
WINTER SKATE,2000,5.91,0.85,4.272000000000001,15.200000000000001
WINTER SKATE,2001,6.47,2.11,4.272000000000001,15.200000000000001
WINTER SKATE,2002,7.75,0.15,4.272000000000001,15.200000000000001
WINTER SKATE,2003,4.21,6.1,4.272000000000001,15.200000000000001
WINTER SKATE,2004,3.98,12.06,4.272000000000001,15.200000000000001
WINTER SKATE,2005,4.03,7.52,4.272000000000001,15.200000000000001
WINTER SKATE,2006,6.37,0.67,4.272000000000001,15.200000000000001
WINTER SKATE,2007,5.18,3.44,4.272000000000001,15.200000000000001
WINTER SKATE,2008,6.62,1.15,4.272000000000001,15.200000000000001
WINTER SKATE,2009,8.15,3.83,4.272000000000001,15.200000000000001
WINTER SKATE,2010,5.51,2.43,4.272000000000001,15.200000000000001
WINTER SKATE,2011,7.67,2.37,4.272000000000001,15.200000000000001
WINTER SKATE,2012,9.46,0.05,4.272000000000001,15.200000000000001
WINTER SKATE,2013,8.54,0.57,4.272000000000001,15.200000000000001
WINTER SKATE,2014,11.86,2.57,4.272000000000001,15.200000000000001
WINTER SKATE,2015,12.73,3.22,4.272000000000001,15.200000000000001
WINTER SKATE,2016,9.89,0.17,4.272000000000001,15.200000000000001
WINTER SKATE,2017,9.18,0.79,4.272000000000001,15.200000000000001
WINTER SKATE,2018,5.91,1,4.272000000000001,15.200000000000001
WINTER SKATE,2019,11.04,1.55,4.272000000000001,15.200000000000001
WINTER SKATE,2020,8.19,0.15,4.272000000000001,15.200000000000001
WINTER SKATE,2021,1.87,0,4.272000000000001,15.200000000000001
WINTER SKATE,2022,11.72,0.48,4.272000000000001,15.200000000000001
WINTER SKATE,2023,10.15,0.35,4.272000000000001,15.200000000000001
WINTER SKATE,2024,8.91,2.76,4.272000000000001,15.200000000000001
WITCH FLOUNDER,1959,11.83,11.85,4.79,10.370000000000001
WITCH FLOUNDER,1960,14.29,12.6,4.79,10.370000000000001
WITCH FLOUNDER,1961,12.6,14.17,4.79,10.370000000000001
WITCH FLOUNDER,1962,17.37,13.69,4.79,10.370000000000001
WITCH FLOUNDER,1963,15.22,8.11,4.79,10.370000000000001
WITCH FLOUNDER,1964,12.84,8.73,4.79,10.370000000000001
WITCH FLOUNDER,1965,10.25,14.16,4.79,10.370000000000001
WITCH FLOUNDER,1966,10.12,11.79,4.79,10.370000000000001
WITCH FLOUNDER,1967,11.66,12.71,4.79,10.370000000000001
WITCH FLOUNDER,1968,10.29,17.77,4.79,10.370000000000001
WITCH FLOUNDER,1969,15.62,20.31,4.79,10.370000000000001
WITCH FLOUNDER,1970,15.04,7.35,4.79,10.370000000000001
WITCH FLOUNDER,1971,13.84,11.52,4.79,10.370000000000001
WITCH FLOUNDER,1972,20.3,7.26,4.79,10.370000000000001
WITCH FLOUNDER,1973,17.83,9.59,4.79,10.370000000000001
WITCH FLOUNDER,1974,25.2,3.04,4.79,10.370000000000001
WITCH FLOUNDER,1975,19.41,2.66,4.79,10.370000000000001
WITCH FLOUNDER,1976,22.49,1.9,4.79,10.370000000000001
WITCH FLOUNDER,1977,17.52,11.08,4.79,10.370000000000001
WITCH FLOUNDER,1978,20.2,8.25,4.79,10.370000000000001
WITCH FLOUNDER,1979,14.19,12.29,4.79,10.370000000000001
WITCH FLOUNDER,1980,14.45,11.48,4.79,10.370000000000001
WITCH FLOUNDER,1981,13.23,13.55,4.79,10.370000000000001
WITCH FLOUNDER,1982,17.17,12.11,4.79,10.370000000000001
WITCH FLOUNDER,1983,19.7,6.06,4.79,10.370000000000001
WITCH FLOUNDER,1984,14.38,6.34,4.79,10.370000000000001
WITCH FLOUNDER,1985,23.36,3.48,4.79,10.370000000000001
WITCH FLOUNDER,1986,26.29,2.56,4.79,10.370000000000001
WITCH FLOUNDER,1987,18.41,10.34,4.79,10.370000000000001
WITCH FLOUNDER,1988,16.44,4.88,4.79,10.370000000000001
WITCH FLOUNDER,1989,18.16,9.03,4.79,10.370000000000001
WITCH FLOUNDER,1990,20.7,4.14,4.79,10.370000000000001
WITCH FLOUNDER,1991,24.3,1.34,4.79,10.370000000000001
WITCH FLOUNDER,1992,18.91,10.61,4.79,10.370000000000001
WITCH FLOUNDER,1993,17.49,10.63,4.79,10.370000000000001
WITCH FLOUNDER,1994,22.99,5.7,4.79,10.370000000000001
WITCH FLOUNDER,1995,21.7,3.09,4.79,10.370000000000001
WITCH FLOUNDER,1996,7.35,7.4,4.79,10.370000000000001
WITCH FLOUNDER,1997,18.85,1.78,4.79,10.370000000000001
WITCH FLOUNDER,1998,10.59,4.05,4.79,10.370000000000001
WITCH FLOUNDER,1999,27.92,2.25,4.79,10.370000000000001
WITCH FLOUNDER,2000,22.35,0.78,4.79,10.370000000000001
WITCH FLOUNDER,2001,21.76,3.79,4.79,10.370000000000001
WITCH FLOUNDER,2002,23.08,0.35,4.79,10.370000000000001
WITCH FLOUNDER,2003,16.86,8.73,4.79,10.370000000000001
WITCH FLOUNDER,2004,11.97,15.37,4.79,10.370000000000001
WITCH FLOUNDER,2005,16.66,10.46,4.79,10.370000000000001
WITCH FLOUNDER,2006,26.37,1.28,4.79,10.370000000000001
WITCH FLOUNDER,2007,10.94,4.87,4.79,10.370000000000001
WITCH FLOUNDER,2008,17.81,2.68,4.79,10.370000000000001
WITCH FLOUNDER,2009,24.71,5.43,4.79,10.370000000000001
WITCH FLOUNDER,2010,19.36,2.95,4.79,10.370000000000001
WITCH FLOUNDER,2011,19.83,3.01,4.79,10.370000000000001
WITCH FLOUNDER,2012,33.17,0.18,4.79,10.370000000000001
WITCH FLOUNDER,2013,27.29,1.16,4.79,10.370000000000001
WITCH FLOUNDER,2014,28.85,2.69,4.79,10.370000000000001
WITCH FLOUNDER,2015,28.91,3.2,4.79,10.370000000000001
WITCH FLOUNDER,2016,30.55,0.18,4.79,10.370000000000001
WITCH FLOUNDER,2017,24.11,1.91,4.79,10.370000000000001
WITCH FLOUNDER,2018,23.64,1.63,4.79,10.370000000000001
WITCH FLOUNDER,2019,29.33,1.72,4.79,10.370000000000001
WITCH FLOUNDER,2020,27.08,0.38,4.79,10.370000000000001
WITCH FLOUNDER,2021,40.7,0,4.79,10.370000000000001
WITCH FLOUNDER,2022,32.08,0.38,4.79,10.370000000000001
WITCH FLOUNDER,2023,25.49,0.86,4.79,10.370000000000001
WITCH FLOUNDER,2024,14.91,4.1,4.79,10.370000000000001
YELLOWTAIL FLOUNDER,1959,8.17,7.19,4.08,12.8
YELLOWTAIL FLOUNDER,1960,9.68,5.54,4.08,12.8
YELLOWTAIL FLOUNDER,1961,8.59,8.13,4.08,12.8
YELLOWTAIL FLOUNDER,1962,10.01,6.89,4.08,12.8
YELLOWTAIL FLOUNDER,1963,10.91,4.89,4.08,12.8
YELLOWTAIL FLOUNDER,1964,9.77,5.47,4.08,12.8
YELLOWTAIL FLOUNDER,1965,4.49,12.33,4.08,12.8
YELLOWTAIL FLOUNDER,1966,5.59,8.85,4.08,12.8
YELLOWTAIL FLOUNDER,1967,4.83,8.44,4.08,12.8
YELLOWTAIL FLOUNDER,1968,5.74,12.54,4.08,12.8
YELLOWTAIL FLOUNDER,1969,9.5,11.37,4.08,12.8
YELLOWTAIL FLOUNDER,1970,8.12,4.98,4.08,12.8
YELLOWTAIL FLOUNDER,1971,9.51,7.51,4.08,12.8
YELLOWTAIL FLOUNDER,1972,11.41,3.96,4.08,12.8
YELLOWTAIL FLOUNDER,1973,10.99,5.43,4.08,12.8
YELLOWTAIL FLOUNDER,1974,13.58,1.53,4.08,12.8
YELLOWTAIL FLOUNDER,1975,14.4,1.44,4.08,12.8
YELLOWTAIL FLOUNDER,1976,9.35,1.38,4.08,12.8
YELLOWTAIL FLOUNDER,1977,12.23,8.57,4.08,12.8
YELLOWTAIL FLOUNDER,1978,13.35,5.33,4.08,12.8
YELLOWTAIL FLOUNDER,1979,6.78,8.54,4.08,12.8
YELLOWTAIL FLOUNDER,1980,5.22,7.62,4.08,12.8
YELLOWTAIL FLOUNDER,1981,6.06,8.57,4.08,12.8
YELLOWTAIL FLOUNDER,1982,12.11,7.91,4.08,12.8
YELLOWTAIL FLOUNDER,1983,12.13,3.37,4.08,12.8
YELLOWTAIL FLOUNDER,1984,8.02,3.62,4.08,12.8
YELLOWTAIL FLOUNDER,1985,15.6,1.89,4.08,12.8
YELLOWTAIL FLOUNDER,1986,17.15,1.69,4.08,12.8
YELLOWTAIL FLOUNDER,1987,10.58,7.64,4.08,12.8
YELLOWTAIL FLOUNDER,1988,9.39,4.1,4.08,12.8
YELLOWTAIL FLOUNDER,1989,11,6.69,4.08,12.8
YELLOWTAIL FLOUNDER,1990,10.96,2.14,4.08,12.8
YELLOWTAIL FLOUNDER,1991,14.76,0.66,4.08,12.8
YELLOWTAIL FLOUNDER,1992,9.28,5.06,4.08,12.8
YELLOWTAIL FLOUNDER,1993,7.81,6.83,4.08,12.8
YELLOWTAIL FLOUNDER,1994,14.41,4.22,4.08,12.8
YELLOWTAIL FLOUNDER,1995,15.13,1.51,4.08,12.8
YELLOWTAIL FLOUNDER,1996,4.25,4.38,4.08,12.8
YELLOWTAIL FLOUNDER,1997,10.2,0.73,4.08,12.8
YELLOWTAIL FLOUNDER,1998,5.13,1.37,4.08,12.8
YELLOWTAIL FLOUNDER,1999,20.6,0.89,4.08,12.8
YELLOWTAIL FLOUNDER,2000,10.12,0.54,4.08,12.8
YELLOWTAIL FLOUNDER,2001,15.38,1.42,4.08,12.8
YELLOWTAIL FLOUNDER,2002,16.39,0.11,4.08,12.8
YELLOWTAIL FLOUNDER,2003,7.33,5.23,4.08,12.8
YELLOWTAIL FLOUNDER,2004,6.11,10.99,4.08,12.8
YELLOWTAIL FLOUNDER,2005,8.54,6.18,4.08,12.8
YELLOWTAIL FLOUNDER,2006,15.28,0.34,4.08,12.8
YELLOWTAIL FLOUNDER,2007,6.91,2.57,4.08,12.8
YELLOWTAIL FLOUNDER,2008,10.84,0.73,4.08,12.8
YELLOWTAIL FLOUNDER,2009,17.64,2.53,4.08,12.8
YELLOWTAIL FLOUNDER,2010,13.04,1.69,4.08,12.8
YELLOWTAIL FLOUNDER,2011,15.45,1.41,4.08,12.8
YELLOWTAIL FLOUNDER,2012,21.61,0.02,4.08,12.8
YELLOWTAIL FLOUNDER,2013,18.1,0.34,4.08,12.8
YELLOWTAIL FLOUNDER,2014,21.53,1.81,4.08,12.8
YELLOWTAIL FLOUNDER,2015,24.26,2.59,4.08,12.8
YELLOWTAIL FLOUNDER,2016,22.52,0.07,4.08,12.8
YELLOWTAIL FLOUNDER,2017,18.69,0.8,4.08,12.8
YELLOWTAIL FLOUNDER,2018,12.11,0.44,4.08,12.8
YELLOWTAIL FLOUNDER,2019,19.06,0.84,4.08,12.8
YELLOWTAIL FLOUNDER,2020,16.3,0.08,4.08,12.8
YELLOWTAIL FLOUNDER,2021,18.54,0,4.08,12.8
YELLOWTAIL FLOUNDER,2022,20.89,0.16,4.08,12.8
YELLOWTAIL FLOUNDER,2023,13.93,0.24,4.08,12.8
YELLOWTAIL FLOUNDER,2024,10.55,2.02,4.08,12.8
